Timestamp,Symbol,Expiration,Strike,Side,Edge,Urgency,Alert_Msg
2025-11-15 15:55:35,SPX,2025-12-19,6695.0,CALL,13.2%,0.59,[green]🔥 GOLDEN CALL (BOT):[/] $6695 [2025-12-19 | 34d] (SPY ~667.8) Edge:+13.2%
2025-11-15 15:55:35,SPX,2025-11-21,6730.0,CALL,4.1%,-0.69,[red]🔥 GOLDEN CALL (SOLD):[/] $6730 [2025-11-21 | 6d] (SPY ~671.3) Edge:+4.1%
2025-11-15 15:55:35,SPX,2025-11-21,6875.0,CALL,12.8%,-0.57,[red]🔥 GOLDEN CALL (SOLD):[/] $6875 [2025-11-21 | 6d] (SPY ~685.8) Edge:+12.8%
2025-11-15 15:55:35,SPX,2025-12-19,7050.0,CALL,4.4%,0.59,[green]🔥 GOLDEN CALL (BOT):[/] $7050 [2025-12-19 | 34d] (SPY ~703.3) Edge:+4.4%
2025-11-15 15:55:35,SPX,2025-12-19,6730.0,PUT,8.1%,0.55,[red]🔥 GOLDEN PUT (BOT):[/] $6730 [2025-12-19 | 34d] (SPY ~671.3) Edge:+8.1%
2025-11-15 15:55:35,SPX,2025-11-21,6200.0,PUT,10.2%,0.92,[red]🔥 GOLDEN PUT (BOT):[/] $6200 [2025-11-21 | 6d] (SPY ~618.3) Edge:+10.2%
2025-11-15 15:55:35,SPX,2025-11-21,6570.0,PUT,20.7%,0.95,[red]🔥 GOLDEN PUT (BOT):[/] $6570 [2025-11-21 | 6d] (SPY ~655.3) Edge:+20.7%
2025-11-15 15:55:35,SPX,2025-12-19,7060.0,CALL,3.0%,-0.94,[red]🔥 GOLDEN CALL (SOLD):[/] $7060 [2025-12-19 | 34d] (SPY ~704.3) Edge:+3.0%
2025-11-15 15:55:35,SPX,2025-12-19,6950.0,CALL,2.9%,-0.64,[red]🔥 GOLDEN CALL (SOLD):[/] $6950 [2025-12-19 | 34d] (SPY ~693.3) Edge:+2.9%
2025-11-15 15:55:35,SPX,2025-11-21,6725.0,PUT,16.3%,0.70,[red]🔥 GOLDEN PUT (BOT):[/] $6725 [2025-11-21 | 6d] (SPY ~670.8) Edge:+16.3%
2025-11-15 15:55:35,SPX,2025-12-19,6575.0,PUT,3.5%,-0.76,[green]🔥 GOLDEN PUT (SOLD):[/] $6575 [2025-12-19 | 34d] (SPY ~655.8) Edge:+3.5%
2025-11-15 15:55:35,SPX,2025-11-17,6750.0,PUT,14.3%,-0.16,[green]🔥 GOLDEN PUT (SOLD):[/] $6750 [2025-11-17 | 2d] (SPY ~673.3) Edge:+14.3%
2025-11-15 15:55:35,SPX,2025-11-17,6680.0,PUT,24.5%,-0.18,[green]🔥 GOLDEN PUT (SOLD):[/] $6680 [2025-11-17 | 2d] (SPY ~666.3) Edge:+24.5%
2025-11-15 15:55:35,SPX,2025-12-02,6750.0,CALL,-14.5%,-0.95,[red]🔥 GOLDEN CALL (SOLD):[/] $6750 [2025-12-02 | 17d] (SPY ~673.3) Edge:-14.5%
2025-11-15 15:55:35,SPX,2025-11-28,6720.0,PUT,4.3%,0.24,[red]🔥 GOLDEN PUT (BOT):[/] $6720 [2025-11-28 | 13d] (SPY ~670.3) Edge:+4.3%
2025-11-15 15:55:35,SPX,2025-11-17,6695.0,PUT,24.5%,-0.33,[green]🔥 GOLDEN PUT (SOLD):[/] $6695 [2025-11-17 | 2d] (SPY ~667.8) Edge:+24.5%
2025-11-15 15:55:35,SPX,2025-11-18,6650.0,PUT,17.4%,-0.15,[green]🔥 GOLDEN PUT (SOLD):[/] $6650 [2025-11-18 | 3d] (SPY ~663.3) Edge:+17.4%
2025-11-15 15:55:35,SPX,2025-11-17,6670.0,PUT,26.5%,-0.44,[green]🔥 GOLDEN PUT (SOLD):[/] $6670 [2025-11-17 | 2d] (SPY ~665.3) Edge:+26.5%
2025-11-15 15:55:35,SPX,2025-11-17,6600.0,PUT,12.1%,-0.38,[green]🔥 GOLDEN PUT (SOLD):[/] $6600 [2025-11-17 | 2d] (SPY ~658.3) Edge:+12.1%
2025-11-15 15:55:35,SPX,2025-11-24,6835.0,CALL,1.5%,0.94,[green]🔥 GOLDEN CALL (BOT):[/] $6835 [2025-11-24 | 9d] (SPY ~681.8) Edge:+1.5%
2025-11-15 15:55:35,SPX,2025-11-17,6660.0,PUT,14.2%,-0.69,[green]🔥 GOLDEN PUT (SOLD):[/] $6660 [2025-11-17 | 2d] (SPY ~664.3) Edge:+14.2%
2025-11-15 15:55:35,SPX,2025-11-17,6675.0,PUT,15.8%,-0.18,[green]🔥 GOLDEN PUT (SOLD):[/] $6675 [2025-11-17 | 2d] (SPY ~665.8) Edge:+15.8%
2025-11-15 15:55:35,SPX,2025-12-09,6500.0,PUT,18.2%,0.99,[red]🔥 GOLDEN PUT (BOT):[/] $6500 [2025-12-09 | 24d] (SPY ~648.3) Edge:+18.2%
2025-11-15 15:55:35,SPX,2025-11-17,6790.0,PUT,12.0%,0.23,[red]🔥 GOLDEN PUT (BOT):[/] $6790 [2025-11-17 | 2d] (SPY ~677.3) Edge:+12.0%
2025-11-15 15:55:35,SPX,2025-12-09,6650.0,PUT,-13.4%,1.00,[red]🔥 GOLDEN PUT (BOT):[/] $6650 [2025-12-09 | 24d] (SPY ~663.3) Edge:-13.4%
2025-11-15 15:55:35,SPX,2025-11-19,6770.0,PUT,13.3%,-0.95,[green]🔥 GOLDEN PUT (SOLD):[/] $6770 [2025-11-19 | 4d] (SPY ~675.3) Edge:+13.3%
2025-11-15 15:55:35,SPX,2025-12-12,6880.0,CALL,0.0%,-0.55,[red]🔥 GOLDEN CALL (SOLD):[/] $6880 [2025-12-12 | 27d] (SPY ~686.3) Edge:+0.0%
2025-11-15 15:55:35,SPX,2025-12-12,6750.0,CALL,-3.2%,0.58,[green]🔥 GOLDEN CALL (BOT):[/] $6750 [2025-12-12 | 27d] (SPY ~673.3) Edge:-3.2%
2025-11-15 15:55:35,SPX,2025-11-21,6735.0,CALL,-6.5%,-0.59,[red]🔥 GOLDEN CALL (SOLD):[/] $6735 [2025-11-21 | 6d] (SPY ~671.8) Edge:-6.5%
2025-11-15 15:55:35,SPX,2025-12-26,6740.0,PUT,11.7%,-0.93,[green]🔥 GOLDEN PUT (SOLD):[/] $6740 [2025-12-26 | 41d] (SPY ~672.3) Edge:+11.7%
2025-11-15 15:55:35,SPX,2025-12-26,6770.0,PUT,4.2%,-0.63,[green]🔥 GOLDEN PUT (SOLD):[/] $6770 [2025-12-26 | 41d] (SPY ~675.3) Edge:+4.2%
2025-11-15 15:55:35,SPX,2025-12-12,6750.0,PUT,13.6%,-0.80,[green]🔥 GOLDEN PUT (SOLD):[/] $6750 [2025-12-12 | 27d] (SPY ~673.3) Edge:+13.6%
2025-11-15 15:55:35,SPX,2025-12-01,6750.0,PUT,2.6%,0.32,[red]🔥 GOLDEN PUT (BOT):[/] $6750 [2025-12-01 | 16d] (SPY ~673.3) Edge:+2.6%
2025-11-15 15:55:35,SPX,2025-11-18,6660.0,PUT,10.1%,-0.88,[green]🔥 GOLDEN PUT (SOLD):[/] $6660 [2025-11-18 | 3d] (SPY ~664.3) Edge:+10.1%
2025-11-15 15:55:35,SPX,2025-11-17,6630.0,PUT,17.2%,-0.28,[green]🔥 GOLDEN PUT (SOLD):[/] $6630 [2025-11-17 | 2d] (SPY ~661.3) Edge:+17.2%
2025-11-15 16:00:39,SPX,2025-12-31,7100.0,PUT,7.1%,0.99,[red]🔥 GOLDEN PUT (BOT):[/] $7100 [2025-12-31 | 46d] (SPY ~708.3) Edge:+7.1%
2025-11-15 16:00:39,SPX,2025-12-31,6600.0,PUT,3.2%,0.81,[red]🔥 GOLDEN PUT (BOT):[/] $6600 [2025-12-31 | 46d] (SPY ~658.3) Edge:+3.2%
2025-11-17 06:19:53,SPX,2025-12-19,7000.0,PUT,8.6%,1.00,[red]★ GOLDEN PUT (BOT):[/] $7000 [2025-12-19 | 32d] (SPY ~700.8) Edge:+8.6%
2025-11-17 06:19:53,SPX,2025-12-19,6705.0,PUT,7.0%,0.59,[red]★ GOLDEN PUT (BOT):[/] $6705 [2025-12-19 | 32d] (SPY ~671.3) Edge:+7.0%
2025-11-17 06:19:53,SPX,2025-12-19,6740.0,PUT,6.4%,0.57,[red]★ GOLDEN PUT (BOT):[/] $6740 [2025-12-19 | 32d] (SPY ~674.8) Edge:+6.4%
2025-11-17 06:19:53,SPX,2025-12-19,6525.0,PUT,4.6%,0.95,[red]★ GOLDEN PUT (BOT):[/] $6525 [2025-12-19 | 32d] (SPY ~653.3) Edge:+4.6%
2025-11-17 06:19:53,SPX,2025-12-19,6685.0,PUT,12.9%,0.95,[red]★ GOLDEN PUT (BOT):[/] $6685 [2025-12-19 | 32d] (SPY ~669.3) Edge:+12.9%
2025-11-17 06:19:53,SPX,2025-12-19,6685.0,CALL,7.3%,-0.98,[red]★ GOLDEN CALL (SOLD):[/] $6685 [2025-12-19 | 32d] (SPY ~669.3) Edge:+7.3%
2025-11-17 06:19:53,SPX,2025-12-19,6795.0,PUT,10.3%,-0.66,[green]★ GOLDEN PUT (SOLD):[/] $6795 [2025-12-19 | 32d] (SPY ~680.3) Edge:+10.3%
2025-11-17 06:19:53,SPX,2025-12-19,6745.0,PUT,9.9%,0.93,[red]★ GOLDEN PUT (BOT):[/] $6745 [2025-12-19 | 32d] (SPY ~675.3) Edge:+9.9%
2025-11-17 06:19:53,SPX,2025-12-19,6695.0,PUT,10.9%,-0.58,[green]★ GOLDEN PUT (SOLD):[/] $6695 [2025-12-19 | 32d] (SPY ~670.3) Edge:+10.9%
2025-11-17 06:19:53,SPX,2025-12-19,6695.0,CALL,4.8%,0.59,[green]★ GOLDEN CALL (BOT):[/] $6695 [2025-12-19 | 32d] (SPY ~670.3) Edge:+4.8%
2025-11-17 06:19:53,SPX,2025-12-19,6730.0,PUT,7.6%,0.55,[red]★ GOLDEN PUT (BOT):[/] $6730 [2025-12-19 | 32d] (SPY ~673.8) Edge:+7.6%
2025-11-17 06:19:53,SPX,2025-12-19,7060.0,CALL,-26.0%,-0.94,[red]★ GOLDEN CALL (SOLD):[/] $7060 [2025-12-19 | 32d] (SPY ~706.8) Edge:-26.0%
2025-11-17 06:19:53,SPX,2025-11-17,6750.0,PUT,4.2%,-0.16,[green]★ GOLDEN PUT (SOLD):[/] $6750 [2025-11-17 | 0d] (SPY ~675.8) Edge:+4.2%
2025-11-17 06:19:53,SPX,2025-12-02,6750.0,CALL,-39.4%,-0.95,[red]★ GOLDEN CALL (SOLD):[/] $6750 [2025-12-02 | 15d] (SPY ~675.8) Edge:-39.4%
2025-11-17 06:19:53,SPX,2025-11-24,6835.0,CALL,-74.9%,0.94,[green]★ GOLDEN CALL (BOT):[/] $6835 [2025-11-24 | 7d] (SPY ~684.3) Edge:-74.9%
2025-11-17 06:19:53,SPX,2025-11-17,6660.0,PUT,-7376.5%,-0.69,[green]★ GOLDEN PUT (SOLD):[/] $6660 [2025-11-17 | 0d] (SPY ~666.8) Edge:-7376.5%
2025-11-17 06:19:53,SPX,2025-12-31,7100.0,PUT,8.7%,0.99,[red]★ GOLDEN PUT (BOT):[/] $7100 [2025-12-31 | 44d] (SPY ~710.8) Edge:+8.7%
2025-11-17 06:19:53,SPX,2025-12-31,6600.0,PUT,2.6%,0.81,[red]★ GOLDEN PUT (BOT):[/] $6600 [2025-12-31 | 44d] (SPY ~660.8) Edge:+2.6%
2025-11-17 06:19:53,SPX,2025-12-09,6500.0,PUT,11.6%,0.99,[red]★ GOLDEN PUT (BOT):[/] $6500 [2025-12-09 | 22d] (SPY ~650.8) Edge:+11.6%
2025-11-17 06:19:53,SPX,2025-11-17,6790.0,PUT,21.6%,0.23,[red]★ GOLDEN PUT (BOT):[/] $6790 [2025-11-17 | 0d] (SPY ~679.8) Edge:+21.6%
2025-11-17 06:19:53,SPX,2025-12-09,6650.0,PUT,-17.6%,1.00,[red]★ GOLDEN PUT (BOT):[/] $6650 [2025-12-09 | 22d] (SPY ~665.8) Edge:-17.6%
2025-11-17 06:19:53,SPX,2025-11-19,6770.0,PUT,6.1%,-0.95,[green]★ GOLDEN PUT (SOLD):[/] $6770 [2025-11-19 | 2d] (SPY ~677.8) Edge:+6.1%
2025-11-17 06:19:53,SPX,2025-12-12,6880.0,CALL,-21.4%,-0.55,[red]★ GOLDEN CALL (SOLD):[/] $6880 [2025-12-12 | 25d] (SPY ~688.8) Edge:-21.4%
2025-11-17 06:19:53,SPX,2025-11-17,6795.0,PUT,12.5%,-0.62,[green]★ GOLDEN PUT (SOLD):[/] $6795 [2025-11-17 | 0d] (SPY ~680.3) Edge:+12.5%
2025-11-17 06:19:53,SPX,2025-12-12,6750.0,CALL,-17.4%,0.58,[green]★ GOLDEN CALL (BOT):[/] $6750 [2025-12-12 | 25d] (SPY ~675.8) Edge:-17.4%
2025-11-17 06:19:53,SPX,2025-11-21,6735.0,CALL,-62.8%,-0.59,[red]★ GOLDEN CALL (SOLD):[/] $6735 [2025-11-21 | 4d] (SPY ~674.3) Edge:-62.8%
2025-11-17 06:19:53,SPX,2025-12-26,6740.0,PUT,11.7%,-0.93,[green]★ GOLDEN PUT (SOLD):[/] $6740 [2025-12-26 | 39d] (SPY ~674.8) Edge:+11.7%
2025-11-17 06:19:53,SPX,2025-12-26,6770.0,PUT,4.5%,-0.63,[green]★ GOLDEN PUT (SOLD):[/] $6770 [2025-12-26 | 39d] (SPY ~677.8) Edge:+4.5%
2025-11-17 06:19:53,SPX,2025-12-12,6750.0,PUT,13.0%,-0.80,[green]★ GOLDEN PUT (SOLD):[/] $6750 [2025-12-12 | 25d] (SPY ~675.8) Edge:+13.0%
2025-11-17 06:20:54,SPX,2025-11-21,6725.0,PUT,2.8%,0.70,[red]★ GOLDEN PUT (BOT):[/] $6725 [2025-11-21 | 4d] (SPY ~673.3) Edge:+2.8%
2025-11-17 06:24:03,SPX,2025-12-19,6575.0,PUT,2.1%,-0.76,[green]★ GOLDEN PUT (SOLD):[/] $6575 [2025-12-19 | 32d] (SPY ~658.3) Edge:+2.1%
2025-11-17 06:24:03,SPX,2025-12-19,6805.0,PUT,2.5%,-0.26,[green]★ GOLDEN PUT (SOLD):[/] $6805 [2025-12-19 | 32d] (SPY ~681.3) Edge:+2.5%
2025-11-17 06:24:03,SPX,2025-12-05,6800.0,PUT,2.7%,0.78,[red]★ GOLDEN PUT (BOT):[/] $6800 [2025-12-05 | 18d] (SPY ~680.8) Edge:+2.7%
2025-11-17 06:29:18,SPX,2025-12-05,6715.0,PUT,5.7%,0.35,[red]★ GOLDEN PUT (BOT):[/] $6715 [2025-12-05 | 18d] (SPY ~667.7) Edge:+5.7%
2025-11-17 06:29:18,SPX,2025-11-28,6720.0,PUT,10.1%,0.24,[red]★ GOLDEN PUT (BOT):[/] $6720 [2025-11-28 | 11d] (SPY ~668.2) Edge:+10.1%
2025-11-17 06:32:27,SPX,2025-12-31,5400.0,PUT,2.0%,1.00,[red]★ GOLDEN PUT (BOT):[/] $5400 [2025-12-31 | 44d] (SPY ~538.6) Edge:+2.0%
2025-11-17 06:33:28,SPX,2025-11-21,6715.0,PUT,15.2%,0.96,[red]★ GOLDEN PUT (BOT):[/] $6715 [2025-11-21 | 4d] (SPY ~670.1) Edge:+15.2%
2025-11-17 06:33:28,SPX,2025-11-17,6615.0,PUT,27.1%,-0.65,[green]★ GOLDEN PUT (SOLD):[/] $6615 [2025-11-17 | 0d] (SPY ~660.1) Edge:+27.1%
2025-11-17 06:34:29,SPX,2025-11-20,6715.0,PUT,2.0%,-0.95,[green]★ GOLDEN PUT (SOLD):[/] $6715 [2025-11-20 | 3d] (SPY ~669.7) Edge:+2.0%
2025-11-17 06:34:29,SPX,2025-11-17,6780.0,CALL,-24655.2%,-0.58,[red]★ GOLDEN CALL (SOLD):[/] $6780 [2025-11-17 | 0d] (SPY ~676.2) Edge:-24655.2%
2025-11-17 06:35:32,SPX,2025-12-05,6750.0,PUT,3.0%,1.00,[red]★ GOLDEN PUT (BOT):[/] $6750 [2025-12-05 | 18d] (SPY ~673.5) Edge:+3.0%
2025-11-17 06:36:35,SPX,2025-11-19,6735.0,PUT,-7.0%,1.00,[red]★ GOLDEN PUT (BOT):[/] $6735 [2025-11-19 | 2d] (SPY ~671.9) Edge:-7.0%
2025-11-17 06:37:45,SPX,2025-12-19,6735.0,CALL,6.9%,-1.00,[red]★ GOLDEN CALL (SOLD):[/] $6735 [2025-12-19 | 32d] (SPY ~671.7) Edge:+6.9%
2025-11-17 06:37:45,SPX,2025-11-18,6500.0,PUT,-47.7%,0.99,[red]★ GOLDEN PUT (BOT):[/] $6500 [2025-11-18 | 1d] (SPY ~648.2) Edge:-47.7%
2025-11-17 06:37:45,SPX,2025-11-18,6400.0,PUT,-31.8%,-0.95,[green]★ GOLDEN PUT (SOLD):[/] $6400 [2025-11-18 | 1d] (SPY ~638.2) Edge:-31.8%
2025-11-17 06:39:42,SPX,2025-12-19,6750.0,CALL,2.7%,-0.98,[red]★ GOLDEN CALL (SOLD):[/] $6750 [2025-12-19 | 32d] (SPY ~673.3) Edge:+2.7%
2025-11-17 06:39:42,SPX,2025-11-17,6670.0,CALL,2.1%,-0.84,[red]★ GOLDEN CALL (SOLD):[/] $6670 [2025-11-17 | 0d] (SPY ~665.3) Edge:+2.1%
2025-11-17 06:39:42,SPX,2025-11-20,6770.0,CALL,9.3%,-0.96,[red]★ GOLDEN CALL (SOLD):[/] $6770 [2025-11-20 | 3d] (SPY ~675.3) Edge:+9.3%
2025-11-17 06:39:42,SPX,2025-11-19,6805.0,CALL,5.5%,-0.57,[red]★ GOLDEN CALL (SOLD):[/] $6805 [2025-11-19 | 2d] (SPY ~678.8) Edge:+5.5%
2025-11-17 06:40:45,SPX,2025-11-17,6710.0,PUT,2.8%,-0.16,[green]★ GOLDEN PUT (SOLD):[/] $6710 [2025-11-17 | 0d] (SPY ~669.3) Edge:+2.8%
2025-11-17 06:40:45,SPX,2025-11-18,6910.0,CALL,0.0%,0.99,[green]★ GOLDEN CALL (BOT):[/] $6910 [2025-11-18 | 1d] (SPY ~689.3) Edge:+0.0%
2025-11-17 06:41:49,SPX,2025-11-21,6625.0,PUT,8.7%,1.00,[red]★ GOLDEN PUT (BOT):[/] $6625 [2025-11-21 | 4d] (SPY ~661.0) Edge:+8.7%
2025-11-17 06:41:49,SPX,2025-11-21,6475.0,PUT,10.9%,1.00,[red]★ GOLDEN PUT (BOT):[/] $6475 [2025-11-21 | 4d] (SPY ~646.0) Edge:+10.9%
2025-11-17 06:41:50,SPX,2025-11-17,6745.0,CALL,3.5%,0.17,[green]★ GOLDEN CALL (BOT):[/] $6745 [2025-11-17 | 0d] (SPY ~673.0) Edge:+3.5%
2025-11-17 06:41:50,SPX,2025-11-17,6725.0,CALL,2.7%,-0.17,[red]★ GOLDEN CALL (SOLD):[/] $6725 [2025-11-17 | 0d] (SPY ~671.0) Edge:+2.7%
2025-11-17 06:41:50,SPX,2025-11-28,6900.0,CALL,4.5%,-0.82,[red]★ GOLDEN CALL (SOLD):[/] $6900 [2025-11-28 | 11d] (SPY ~688.5) Edge:+4.5%
2025-11-17 06:42:51,SPX,2025-11-17,6625.0,PUT,-33.4%,-0.69,[green]★ GOLDEN PUT (SOLD):[/] $6625 [2025-11-17 | 0d] (SPY ~660.6) Edge:-33.4%
2025-11-17 06:43:54,SPX,2025-12-19,6750.0,PUT,4.8%,0.95,[red]★ GOLDEN PUT (BOT):[/] $6750 [2025-12-19 | 32d] (SPY ~673.4) Edge:+4.8%
2025-11-17 06:43:54,SPX,2025-11-21,6750.0,PUT,12.4%,0.98,[red]★ GOLDEN PUT (BOT):[/] $6750 [2025-11-21 | 4d] (SPY ~673.4) Edge:+12.4%
2025-11-17 06:43:54,SPX,2025-11-21,6750.0,CALL,7.0%,-0.98,[red]★ GOLDEN CALL (SOLD):[/] $6750 [2025-11-21 | 4d] (SPY ~673.4) Edge:+7.0%
2025-11-17 06:43:54,SPX,2025-11-17,6825.0,PUT,10.8%,0.95,[red]★ GOLDEN PUT (BOT):[/] $6825 [2025-11-17 | 0d] (SPY ~680.9) Edge:+10.8%
2025-11-17 06:43:54,SPX,2025-11-17,6715.0,PUT,3.6%,-0.17,[green]★ GOLDEN PUT (SOLD):[/] $6715 [2025-11-17 | 0d] (SPY ~669.9) Edge:+3.6%
